review_id,rating_date,employee_length,employee_status,employee_type,flags_business_outlook,flags_ceo_approval,flags_recommend_frend,rating_culture_values,rating_diversity_inclusion,rating_overall,rating_work_life,career_opportunities_rating,employee_location,employee_job_title,advice_to_management,review_pros,review_cons,rating_senior_leadership,rating_compensation_benefits,cleaned_text,sentiment_polarity,sentiment_subjectivity,sentiment_label,platform,S No.,Link,Upload Date,Views,Likes,Comments,Transcript/Transcript Link,Theme,segment
108.0,2024-12-14T00:00:00.000Z,2,REGULAR,Current employees,POSITIVE,APPROVE,POSITIVE,3.0,4.0,5.0,4.0,,"St. Thomas, ON",Associate,,good pay rate associates,lot internal politics amazon warehouses,5.0,5.0,good pay rate associates lot internal politics amazon warehouses,0.35,0.3,positive,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
109.0,2024-12-12T00:00:00.000Z,0,REGULAR,Current employee,NAN,NAN,NAN,0.0,0.0,5.0,0.0,,"Council Bluffs, IA",Associate,,good place start warehouse job,temperature little chilly,0.0,0.0,good place start warehouse job temperature little chilly,-0.02916666667,0.6666666667,negative,Glassdoor,,,,,,,,,Full-Time Associate
110.0,2024-12-11T00:00:00.000Z,2,REGULAR,Former employees,NAN,NAN,NAN,0.0,0.0,3.0,0.0,,"Jeffersonville, IN",ICQA Associate,,pto work every night,lots turn monotonous,0.0,0.0,pto work every night lots turn monotonous,0.0,0.0,negative,Glassdoor,,,,,,,,Benefits,Full-Time Associate
111.0,2024-12-08T00:00:00.000Z,4,REGULAR,Former employees,NAN,NAN,NAN,5.0,5.0,4.0,4.0,,"Goodyear, AZ",Warehouse Worker,,really good benefits,jobs get overwhelming,4.0,5.0,really good benefits jobs get overwhelming,0.6,0.8,positive,Glassdoor,,,,,,,,Benefits,Full-Time Associate
112.0,2024-12-07T00:00:00.000Z,0,REGULAR,Current employee,NAN,NAN,NAN,0.0,0.0,4.0,0.0,,"Leeds, England",Warehouse Associate,,easy much weight handle,long shifts stationed one place,0.0,0.0,easy much weight handle long shifts stationed one place,0.1944444444,0.4777777778,positive,Glassdoor,,,,,,,,Burnout,Full-Time Associate
113.0,2024-12-05T00:00:00.000Z,4,REGULAR,Current employees,NAN,NAN,NEGATIVE,2.0,3.0,3.0,1.0,,"Edmonton, AB",Associate,,good money better average job,favouritism appreciation work you’ll get less work less give,3.0,3.0,good money better average job favouritism appreciation work you’ll get less work less give,0.1433333333,0.3266666667,positive,Glassdoor,,,,,,,,,Full-Time Associate
114.0,2024-12-04T00:00:00.000Z,9,REGULAR,Current employees,POSITIVE,NO_OPINION,POSITIVE,3.0,5.0,3.0,1.0,,"Windsor, CT",Packer,,fast advancements great benefits,high turnover much accountability long hours holiday season,3.0,3.0,fast advancements great benefits high turnover much accountability long hours holiday season,0.262,0.498,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Picker/Packer
115.0,2024-12-03T00:00:00.000Z,2,PART_TIME,Current employees,POSITIVE,APPROVE,POSITIVE,3.0,3.0,3.0,3.0,,"Avenel, NJ",FC Associate I,lower rate increase pay give shifts,simple work required,rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart,3.0,3.0,simple work required rate per hour slightly unreasonable due fact items heavy total it’s harder walk around pushing heavy cart,-0.1130952381,0.3784013605,negative,Glassdoor,,,,,,,,Infrastructure,Other
116.0,2024-12-03T00:00:00.000Z,4,REGULAR,Current employees,NEGATIVE,DISAPPROVE,NEGATIVE,1.0,1.0,1.0,1.0,,"Saint Louis, MO",Inbound Stower,humans lives outside work somebody’s child wife husband father mother grandparent robots machines use toss away whenever feel like us amazon one choices make living families,great benefits flexible lots different positions try incase don’t like main role free holiday meals year come leave work whenever want using unpaid time pto lay school offer career programs although tests get difficult,forced mandatory extra time met 5 days 11 12 hours regular shift 3 days 12 hours get forced cross trained get labor shares different departments wether like position high expectations making “rates” position managers anyone lead positions micromanage breathe neck always getting watched judged everyone shut minimal concern nobody cares care saving behind get hurt well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue departments strict find reasons write use break time get back station sign scan something end break get trouble use break time walking break area far restrooms don’t forget need use break time come back break time you’ll get trouble,1.0,3.0,great benefits flexible lots different positions try incase don’t like main role free holiday meals year come leave work whenever want using unpaid time pto lay school offer career programs although tests get difficult forced mandatory extra time met 5 days 11 12 hours regular shift 3 days 12 hours get forced cross trained get labor shares different departments wether like position high expectations making “rates” position managers anyone lead positions micromanage breathe neck always getting watched judged everyone shut minimal concern nobody cares care saving behind get hurt well better pray don’t amcare send doctor lie say weren’t hurt don’t pay injury sue departments strict find reasons write use break time get back station sign scan something end break get trouble use break time walking break area far restrooms don’t forget need use break time come back break time you’ll get trouble,0.01555555556,0.4190598291,negative,Glassdoor,,,,,,,,"Infrastructure, Management, Benefits",Full-Time Stower
117.0,2024-12-02T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,0.0,0.0,3.0,0.0,,"Orlando, FL",Picker,,lot hard work,care numbers,0.0,0.0,lot hard work care numbers,-0.2916666667,0.5416666667,negative,Glassdoor,,,,,,,,Infrastructure,Full-Time Picker/Packer
118.0,2024-11-30T00:00:00.000Z,2,PART_TIME,Current employees,NAN,APPROVE,POSITIVE,5.0,5.0,5.0,4.0,,"Ottawa, ON",Associate,,good base pay health benefits paid vacation,work heavy sometimes need physical strength,5.0,5.0,good base pay health benefits paid vacation work heavy sometimes need physical strength,-0.075,0.5607142857,negative,Glassdoor,,,,,,,,Benefits,Other
119.0,2024-11-29T00:00:00.000Z,1,REGULAR,"Current employee, less than 1 year",NAN,APPROVE,POSITIVE,0.0,0.0,5.0,5.0,,"Coconut Creek, FL",Picker/Packer,focus employee wellbeing encourage balance productivity employee health consider frequent breaks ergonomic assessments wellness programs,employment stability competitive pay benefits diverse workforce,physical demands management challenges monotonous tasks high turnover rates fast spaced environment,0.0,5.0,employment stability competitive pay benefits diverse workforce physical demands management challenges monotonous tasks high turnover rates fast spaced environment,0.12,0.4276190476,positive,Glassdoor,,,,,,,,"Infrastructure, Management, Benefits",Full-Time Picker/Packer
120.0,2024-11-27T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,0.0,0.0,5.0,0.0,,"Charlotte, NC",Picking Associate,,paid hour u stay long enough u get better pay well least 1,ive heard treat ya like number robot,0.0,0.0,paid hour u stay long enough u get better pay well least 1 ive heard treat ya like number robot,0.0375,0.45,negative,Glassdoor,,,,,,,,Burnout,Full-Time Associate
121.0,2024-11-26T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",POSITIVE,NO_OPINION,POSITIVE,3.0,5.0,4.0,2.0,,"Calgary, AB",Dock Worker,,great benefits great people work,work physically demanding,5.0,5.0,great benefits great people work work physically demanding,0.5333333333,0.5476190476,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Associate
122.0,2024-11-23T00:00:00.000Z,1,REGULAR,"Former employee, less than 1 year",POSITIVE,APPROVE,POSITIVE,4.0,3.0,4.0,3.0,,"Sioux Falls, SD",Reliability & Maintenance Engineering,,good pay company lovely colleagues,much heat lot noise,4.0,4.0,good pay company lovely colleagues much heat lot noise,0.4666666667,0.5166666667,positive,Glassdoor,,,,,,,,Benefits,Other
123.0,2024-11-20T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,2.0,1.0,2.0,3.0,,"St. Thomas, ON",Warehouse Worker,,good pay nice shift hours,politics partiality play major role,1.0,4.0,good pay nice shift hours politics partiality play major role,0.4541666667,0.7,positive,Glassdoor,,,,,,,,Benefits,Full-Time Associate
124.0,2024-11-19T00:00:00.000Z,2,REGULAR,Former employees,NAN,NAN,NAN,3.0,3.0,3.0,1.0,,"Dartford, England",Warehouse Operative,,flexible working schedules good pay,extremely physical employees treated machine sometimes,3.0,4.0,flexible working schedules good pay extremely physical employees treated machine sometimes,0.35,0.3714285714,positive,Glassdoor,,,,,,,,Benefits,Other
125.0,2024-11-18T00:00:00.000Z,0,REGULAR,Former employee,NAN,NAN,NAN,1.0,1.0,1.0,1.0,,"Ottawa, ON",Warehouse Associate,treat associates respect dignity foster supportive environment especially challenging times ensure fair treatment employees including dealing workrelated injuries,good benefits valuable working experience opportunities learn grow,poor management support lack understanding personal hardships unfair treatment injured job highpressure environment unrealistic expectations times,1.0,1.0,good benefits valuable working experience opportunities learn grow poor management support lack understanding personal hardships unfair treatment injured job highpressure environment unrealistic expectations times,-0.14,0.7,negative,Glassdoor,,,,,,,,"Infrastructure, Management, Benefits",Full-Time Associate
126.0,2026-03-14T00:00:00.000Z,3+,REGULAR,former employee,NEUTRAL,NEUTRAL,POSITIVE,4.0,4.0,5.0,5.0,5.0,"Charlotte, NC",Warehouse Associate,communicate employees,,airconditioning,4.0,5.0,airconditioning,0.0,0.0,negative,Glassdoor,,,,,,,,,Full-Time Associate
127.0,2026-03-08T00:00:00.000Z,3+,REGULAR,Former employee,NEUTRAL,POSITIVE,POSITIVE,3.0,5.0,5.0,5.0,5.0,"Moreland, GA",Associate,listen employees give 5 minute grace periods every employee robot,great benefits decent pay flexible schedules,management unfair work like robot wear tear body,5.0,5.0,great benefits decent pay flexible schedules management unfair work like robot wear tear body,0.1555555556,0.8055555556,positive,Glassdoor,,,,,,,,"Burnout, Management, Benefits",Full-Time Associate
128.0,2026-03-26T00:00:00.000Z,<1,REGULAR,Current Employee,NAN,POSITIVE,POSITIVE,3.0,5.0,4.0,2.0,5.0,"Revere, MA",Associate,,clear expectations education benefits schedule flexibility,strict metrics physical toll limited interaction safety risks,3.0,3.0,clear expectations education benefits schedule flexibility strict metrics physical toll limited interaction safety risks,0.009523809524,0.223015873,negative,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
129.0,2026-03-10T00:00:00.000Z,,REGULAR,Former Employee,POSITIVE,NEGATIVE,NEGATIVE,1.0,4.0,1.0,1.0,1.0,"Springdale, OH",Process Assitant,,good pay,enough therapy,1.0,4.0,good pay enough therapy,0.35,0.55,positive,Glassdoor,,,,,,,,Benefits,Other
130.0,2026-03-03T00:00:00.000Z,,REGULAR,Current Employee,NAN,NAN,NAN,,,3.0,,,"Cambridge, ON",Associate,,good benefits,environment sucks,,,good benefits environment sucks,0.2,0.45,positive,Glassdoor,,,,,,,,"Infrastructure, Benefits",Full-Time Associate
131.0,2026-03-03T00:00:00.000Z,3+,REGULAR,Former employee,NAN,NAN,NAN,,,4.0,,,"Huntington Beach, CA",Associate,,crazy requirements,strict time rules,,,crazy requirements strict time rules,-0.6,0.9,negative,Glassdoor,,,,,,,,Infrastructure,Full-Time Associate
132.0,2026-02-27T00:00:00.000Z,,REGULAR,Former Employee,NAN,NAN,NAN,,,3.0,,,"Coventry, England",Associate,,good pay flexible hours,difficult getting transfer,,,good pay flexible hours difficult getting transfer,0.1,0.8,negative,Glassdoor,,,,,,,,Benefits,Full-Time Associate
133.0,2026-02-25T00:00:00.000Z,<1,SEASONAL,Former Employee,NEUTRAL,NEUTRAL,POSITIVE,4.0,5.0,4.0,3.0,5.0,"Etna, OH",Associate,,good pay time,feet majority day work slow,4.0,4.0,good pay time feet majority day work slow,0.2,0.5,positive,Glassdoor,,,,,,,,Benefits,Other
134.0,2026-02-09T00:00:00.000Z,3+,CONTRACT,Former Employee,NAN,NAN,NAN,2.0,3.0,3.0,4.0,2.0,"Stockton, CA",Associate,one clear source truth goals,many schedule options easy work based dept good pas ams werent bothering workers much,schedules based demand repetitive work becomes boring lots miscommunication,2.0,2.0,many schedule options easy work based dept good pas ams werent bothering workers much schedules based demand repetitive work becomes boring lots miscommunication,0.09722222222,0.5638888889,negative,Glassdoor,,,,,,,,"Burnout, Management",Other
135.0,2026-02-05T00:00:00.000Z,<1,REGULAR,Former Employee,NEGATIVE,NEGATIVE,NEGATIVE,1.0,2.0,1.0,1.0,4.0,"Chicago, IL",Associate,stop dirty carry company demands,flexible hours,hostile environment dirty managers team leads,1.0,1.0,flexible hours hostile environment dirty managers team leads,-0.6,0.8,negative,Glassdoor,,,,,,,,"Infrastructure, Management",Full-Time Associate
136.0,2026-02-04T00:00:00.000Z,<1,REGULAR,Former employee,NEGATIVE,NEGATIVE,NEGATIVE,1.0,3.0,3.0,3.0,4.0,"San Diego, CA",Associate,empathetic manage,stable hours great career pursuing academics pay goes every 6 months,management sometimes lack empathy lack upward mobility management sees number,1.0,3.0,stable hours great career pursuing academics pay goes every 6 months management sometimes lack empathy lack upward mobility management sees number,0.8,0.75,positive,Glassdoor,,,,,,,,Management,Full-Time Associate
137.0,2026-01-31T00:00:00.000Z,<1,REGULAR,Former Employee,NAN,NAN,NAN,,,5.0,,,"Hamilton, ON",Associate,,good pay ot,fast pace work long hours,,,good pay ot fast pace work long hours,0.2833333333,0.5333333333,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Associate
138.0,2026-01-29T00:00:00.000Z,3+,REGULAR,Current Employee,POSITIVE,NEUTRAL,POSITIVE,2.0,5.0,4.0,3.0,4.0,"Charlotte, NC",Associate,get closer eith people bellow,good pay opportunities growth,long hours mandatory ot peak seasons,4.0,5.0,good pay opportunities growth long hours mandatory ot peak seasons,0.325,0.5,positive,Glassdoor,,,,,,,,"Burnout, Benefits",Full-Time Associate
139.0,2026-01-28T00:00:00.000Z,,REGULAR,Former Employee,NAN,NAN,NAN,,,5.0,,,,Area Manager,,pay amazing balanced,work load demanding,,,pay amazing balanced work load demanding,0.6,0.9,positive,Glassdoor,,,,,,,,Burnout,Management
140.0,2026-01-28T00:00:00.000Z,,REGULAR,Former Employee,NAN,NAN,NAN,,,4.0,,,"Sacramento, CA",Associate,,work straightforward easy pick,shifts hours change depending demand making hard work around,,,work straightforward easy pick shifts hours change depending demand making hard work around,0.1722222222,0.5833333333,positive,Glassdoor,,,,,,,,,Full-Time Associate
141.0,2026-01-27T00:00:00.000Z,8+,REGULAR,Current Employee,NAN,NAN,NAN,,,4.0,,,"Houston, TX",Area Manager,,pay development learning different roles people oriented,work life balance hours worked hc stressful underperforming leader,,,pay development learning different roles people oriented work life balance hours worked hc stressful underperforming leader,0.0,0.6,negative,Glassdoor,,,,,,,,Burnout,Management
,,,,,,,,,,,,,,,,,,,,getting 430 morning sometimes 5 working overtime brutal man im getting home time everybodys already asleep time feel really get enjoy day time hit six seven hour mark shift youre already ready leave said earlier really want leave early youre sacrificing much pto keep mind terms breaks workget two 30 minute breaks usually first one 10 hour mark either 1000 1000 pm second one 2 mark 2 pm mark depends shift know around time departments dont really care time gokind go whenever know departments strict want go specific times would ask manager see say 30 minutes sounds long time actually try go something break theres food spots within15 minutes facility work time actually go get food come back youre already looking 45 minutes plus,0.0515625,0.2911458333,negative,YouTube,1.0,https://youtu.be/Z6LBZoNx9bw?si=P6X0-GY4Quvj84wP,Oct 2025,"2,541",57.0,11.0,"It's just getting off at like 4:30 in the morning,
sometimes 5 ifworking overtime, is just brutal, man. Like,like getting home by the time everybody's already asleep. So, the only time I feel like I
really get to enjoy my day is my off day. Um, and then if it's not that, like by the time you hit the six to seven hour mark in the shift, you're just
already so ready to leave. And then, as I said earlier, like if you really want to leave out early, you're sacrificing so much of your PTO just to do so. So,
keep that in mind. In terms of how the breaks work, um, you get two 30 minute
breaks. Um, usually the first one is at the 10hour mark, so either 10:00 a.m. or
10:00 p.m. And then the second one is at the 2 a.m. mark or the 2 p.m. mark.
Depends on your shift. I know it's around that time. Um, some departments, they don't really care what time you go. Like for me, I kind of just go whenever,
but I know other departments are more strict and they want you to go at those specific times. So, I would just ask your manager about it and see what they
say. 30 minutes sounds like a long time until you actually try to go do something on your break. Like there's no food spots within like 15 minutes of the
facility that I work at. So by the time you actually go get food and come back,
you're already looking at like 45 minutes plus.","Burnout, Infrastructure, Benefits",Other
,,,,,,,,,,,,,,,,,,,,10 hour shift couldnt feel legs really think joke dead ass carried 400 packages walked least three miles talking break 10 hours straight slavery could use bathroom even bathroom breaks timed got serious got point thought legal robot working warehouse job know know,-0.03888888889,0.3777777778,negative,YouTube,2.0,https://youtu.be/bmvM_1yzB1g?si=U5h0VjCKZKfhmk9v,February 2026,1711,54.0,30.0,"After this 10-hour shift, I couldn't feel my legs. You really think it's a joke? But I dead ass carried 400 packages and walked at least three
miles. Andtalking about no break. I was there for 10 hours straight on some slavery. All I could do was use the
bathroom. And even my bathroom breaks were timed. It got serious. It got to the point where I thought about, is this
legal? Am I a robot? Working a warehouse job is not it. And if you know, you
know.",Burnout,Other
,,,,,,,,,,,,,,,,,,,,job picking go around warehouse pick goods purchased amazons customers learn layout building also youre used walking lot walk 10 15 kilometers day also need give body time obviously depends health know healthier quicker youre going get speed things also know motivation motivated know know meet targets obviously work certain pace certain speed important youre motivated also long hours shift could last know 10 half 11 half hours depending demand,0.04947089947,0.4380952381,negative,YouTube,3.0,https://youtu.be/MMrH90TzAvo?si=pWwp1Xnex1x6RJjd,Mar 2026,9,0.0,0.0," So if you do a job like picking where you have to go around the warehouse to uh pick uh goods that were purchased by Amazon's customers, you
have to learn the layout of the building and also you have to if if you're not used to walking a lot like you have to walk between 10 to 15 kilometers a day.
You also uh need to give your body some time. Obviously that depends on your health. you know, the healthier you are,
the quicker you're going to get up to speed with it with things. And also, you know, the motivation. So, how motivated you are to, you know,
you know, meet the targets because obviously you do have to work at a certain pace, at a certain speed. So,
it's very important that you're motivated and also it's long hours. So,
a shift could last, you know, between 10 and a half to 11 and a half hours depending on demand.","Burnout, Infrastructure",Other
,,,,,,,,,,,,,,,,,,,,number three number three way learn survive working amazon learn navigate toz app toz app app everyone access become employee amazon literally everything need app youre going go want call request time want use vacation time want use paid time want keep track unpaid time find stuff also sign medical benefits also sign 401k package mean also see extras discounts amazon offers theres many things tell everyone make sure youre getting familiar toz app could really difference whether youre going stay amazon leave amazon lot people dont take advantage app dont really know whats couple things thats game changer inside toz app personally career choice know lot foreigners inside country people maybe couple months one year two years,0.1238636364,0.3705808081,positive,YouTube,4.0,https://youtu.be/OremfN7DCXk?si=G1plTTnjxHk5uhHG,Jan 2025,4128,203.0,36.0,"number three number three way to learn
how to or to survive working at Amazon
is to learn how to navigate the A toz
app the A toz app is a app that everyone
has access to once you become an
employee at Amazon it literally has
everything on there that you need from
this is the app that you're going to go
to when you want to call out request
time off if you want to use vacation
time if you want to use some paid time
off if you want to keep track of your
upt which is unpaid time this is where
you find all that stuff at also this is
where you sign up for your medical
benefits this is also where you sign up
for your 401k package I mean you can
also see what extras and discounts
Amazon offers there's just so many
things like I tell everyone make sure
you're getting familiar with this a toz
app because this could really be the
difference in whether you're going to
stay at Amazon or leave Amazon a lot of
people don't take advantage of the app
and they don't really know what's in
there but a couple of things that's a
game changer inside of the A toz app for
me personally is the career choice as
you know we have a lot of foreigners
that are inside the country so we have
people that maybe only been here a couple months one year two years",Benefits,Other
,,,,,,,,,,,,,,,,,,,,work okay warehouse recently changed number packages youre supposed store per hour 300 packages per hour say youre supposed store minimum seven packages per minutesure know youre supposed store least 300 per hour know youre trying store fast get store rating focus body posture tell bags hardest store bend back hurts back honestly youre stirring would advise focus posture important dont youre going one feel youre going one suffer okay take body posture take body posture seriously know easy youre trying stop fast youre trying get stories youre going one feel end day storing packages bags hardest,0.1833333333,0.5208333333,positive,YouTube,5.0,https://youtu.be/8oKUMyq9Wi0?si=O4R5UWAAMuxeiDlx,Nov 2021,5982,209.0,64.0,"which i work okay so in our warehouse they recently changed the number of packages you're
supposed to store per hour to 300 packages per hour which is to say you're supposed to store minimum of seven packages per minutenot sure but i
know you're supposed to store at least 300 per hour and you know when you're trying to store very fast so you can get
your store rating up there you will not focus on your body posture so i will tell you that those bags below are the hardest to store because you have to
bend your back and that hurts the back honestly so if you're stirring and i would advise you to on to focus on your
posture because it is very important if you don't you're going to be the one to feel it you're going to be the one to suffer it okay so do not take your body
posture um take your body posture seriously and i know it is not easy when you're trying to stop very fast and you're trying to get your stories up
there but again you're going to be the one to feel it at the end of the day so storing packages down
those bags below is the hardest ",,Other
,,,,,,,,,,,,,,,,,,,,pretty much packers get items scanning items sending simple work knowsaying describe job pretty much fast paced cashier keep going dont stop pretty much nonstop cashier knowmoving fast hell right yeah package get stuff guy scanning items sending stuff yeah pretty much obviously pack got boxes well position pack boxes overall simple job time consuming 10 hours know saying cant sit got stand whole time mean still get yellow tote whatever,0.1233258929,0.52734375,positive,YouTube,6.0,https://youtu.be/_H2LuAJEd1M?si=kBaDSmLWOYO95zDE,April 2024,42,5.0,0.0,"So, pretty much whatdoing here,this is where all the packers get their items from. Um, just scanning the items and sending them down. Simple work. You
know whatsaying? If I can describe this job, it's pretty much like a fastpaced cashier. You just keep going.
Don't stop. It's pretty much what it is.
Like a non-stop cashier. I knowmoving fast as hell right here. But yeah, this is how all the package get all this
stuff from this guy just scanning items and sending stuff down. So yeah, so pretty much all we do there obviously we
pack got boxes. Well, my position I just pack boxes. Overall it's a simple job.
It's just time consuming being there for 10 hours. You know whatsaying? And you can't sit down. You got to stand up whole time. Like I mean I do sit down
like I'll get like a yellow tote or whatever ",,Other
